UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm,Cluster
1654903367,36.99,19.88,673.0,694.0,11789,19303,930.942,0.98,1.02,6.69,1.0745,1.093,True,0
1654712494,26.89020851869314,45.19951345638268,32.79721975075813,402.3916592522744,12836,20747,937.556629192617,2.1737775800606505,2.2577636788144413,14.940429159178343,2.3301553380667155,0.0525944395015162,False,2
1654716836,51.43327798967661,16.032671366751334,533.2219981709113,400.0,13070,19653,936.850524813926,1.1192273461045397,1.165580986870812,7.707022328887597,1.2012439884851118,0.0274199109987179,False,2
1654714341,27.02,42.3,165.0,445.0,12767,20562,937.339,1.75,1.82,12.06,1.88,0.042,False,2
1654714882,26.714336207700647,44.60180250345102,183.78258229022876,447.3477468706863,12759,20531,937.3501741770976,1.5969610106611138,1.656961010661114,11.00350783494381,1.71504809920997,0.038869670839085,False,2
1654739140,-9.002,55.37,16.0,400.0,13254,20234,939.692,2.37,2.46,16.29,2.54,0.057,True,2
1655127870,12.137091376371192,44.81,0.0,400.0,13238,21198,937.487635779536,1.9172715590720204,1.9972715590720205,13.213629354432122,2.0605444031648186,0.046727155907202,False,2
1654717488,58.81767692552032,11.141937022079787,1411.1950542240395,1369.950898439975,12310,17842,936.722776836856,0.7905824586399971,0.820582458639997,5.402329834559988,0.8571747375919991,4.524410032489413,False,0
1654756565,-21.905,48.6,1366.0,404.0,12969,19382,938.722,1.38,1.43,9.5,1.481,0.033,True,2
1654712435,26.94,45.11,49.0,415.0,12837,20723,937.567,1.91,1.98,13.11,2.045,0.046,False,2
1654785684,24.69,52.49,1260.0,400.0,12992,19409,938.786,2.0,2.07,13.74,2.143,0.048,True,2
1654715663,26.384672123664004,42.82196725801597,0.0,400.0,13006,20869,937.46,2.045029806939636,2.125029806939636,14.080238455517089,2.1955387490215266,0.0495029806939635,False,2
1654717615,56.82591405872021,11.635182811744045,1306.0,400.0,13400,19663,936.6884817188256,0.569268753023832,0.5940859412797899,3.944515647678739,0.6151590659774067,0.0134817188255957,False,2
1654743639,-0.6659999999999999,49.72,969.0,716.0,12770,19486,939.077,2.22,2.3,15.26,2.379,0.054,True,2
1654764468,20.386166897225507,50.75045036342306,154.0,400.0,13168,20019,939.623498927706,0.967494638530678,1.0012419577960168,6.649957108245423,1.0369935662368135,0.0233747319265338,False,2
1654717918,46.21,15.73,659.0,400.0,13710,20544,936.635,0.48,0.5,3.31,0.517,0.012,False,2
1654776375,25.6,47.73,1163.0,470.0,12850,19427,938.81,1.91,1.99,13.16,2.052,0.046,True,2
1654712797,26.507386487303336,46.156135126966646,86.26135126966646,400.52270253933295,12824,20685,937.5020908101574,2.2226135126966646,2.305227025393329,15.28874863966331,2.383704322853996,0.054,False,2
1654762262,15.06284533320394,54.48443091459144,0.0,400.0,13017,19938,939.764217412351,0.1650194567134456,0.1684581727580359,1.121381332815758,0.1751143011535768,0.0040316148133771,False,2
1654738015,-6.615,52.85,35.0,400.0,13257,20170,939.663,2.18,2.27,15.02,2.342,0.053,True,2
1654735058,24.655390239556176,49.34280663204924,17.781215482642597,400.0,13137,20037,939.6141248619306,0.5987513806942961,0.620782688223225,4.105322279917931,0.6400327802695115,0.0142187845173574,False,2
1655128215,14.277020915447464,48.229264281099816,521.1150349610466,998.167323579704,12485,20626,937.0008586368176,1.7328272636464814,1.8028272636464813,11.942618109171852,1.861534079558102,0.042141363182324,False,2
1654778951,27.11,47.33,1174.0,402.0,12903,19446,938.75,1.83,1.9,12.59,1.963,0.044,True,2
1654736116,14.227,46.33,108.0,400.0,13179,20058,939.643,0.99,1.03,6.85,1.067,0.024,False,2
1654738500,-8.876,50.82,26.0,400.0,13246,20190,939.698,2.46,2.55,16.91,2.637,0.06,True,2
1654754021,7.936,52.27,979.0,400.0,13013,19472,938.712,2.58,2.69,17.79,2.774,0.063,True,2
1654735340,22.467326949382137,50.41551451573756,45.41024471905128,400.0,13135,20005,939.6171474388202,0.7,0.7214743882023718,4.805897552809487,0.7490320717416603,0.017,False,2
1655124309,20.08100671150812,43.56607089464703,31.939370012448773,457.0606299875512,12856,20743,937.588454330112,2.16788189838166,2.248185048319416,14.88487013873386,2.3215488282447234,0.0522122049564292,False,2
1654757082,-18.15,53.85,1404.0,413.0,12970,19376,938.736,1.74,1.81,11.97,1.866,0.042,True,2
1654744606,9.389,52.88,1038.0,636.0,12806,19472,939.055,2.08,2.16,14.34,2.236,0.05,True,2
1654772589,26.4,48.35,1002.0,623.0,12807,19475,939.093,2.44,2.54,16.8,2.619,0.059,True,2
1654713053,28.39011822890301,44.13942242273613,60.00096908936891,400.0,12797,20686,937.558000193818,1.940042639932232,2.020042639932232,13.380284912274458,2.0870441904752224,0.0470009690893689,False,2
1654774303,24.41,53.35,1000.0,538.0,12843,19478,938.906,2.08,2.17,14.34,2.237,0.051,True,2
1655124543,27.123,41.634520832572285,84.84788961631983,443.6450757714129,12823,20700,937.569423944808,1.9867746211429356,2.0615211038368018,13.66115476146988,2.130723917681709,0.0480507034612267,False,2
1654779661,26.96,47.91,1176.0,400.0,12912,19435,938.715,1.68,1.74,11.54,1.7990000000000002,0.0409999999999999,True,2
1654782378,25.07,50.38,1446.0,436.0,12934,19368,938.681,1.99,2.07,13.71,2.137,0.048,True,2
1654734267,27.06722378079243,50.23985972868154,3.447561584854807,400.0,13013,19927,939.762059451981,0.2073079435835071,0.2173079435835072,1.4311556050845504,0.2234268475456442,0.0048356711886411,False,2
1654764243,20.94,46.31,138.0,400.0,13169,20039,939.643,0.84,0.88,5.81,0.907,0.02,False,2
1654778837,25.26,49.66,1222.0,420.0,12890,19432,938.736,1.69,1.76,11.66,1.819,0.0409999999999999,True,2
1654765790,21.82,51.0,57.0,400.0,13259,20156,939.657,2.3,0.0,15.83,2.468,0.0559999999999999,True,2
1655128559,20.0462594320568,20.643148580142004,2037.1749660032085,400.0,13040,20108,936.7911419033096,1.4717295470453498,1.5294457404260189,10.109823022698118,1.5766741210879518,0.0355432386761337,False,2
1654717754,50.4,13.92,2310.0,400.0,13539,20079,936.695,0.87,0.9,5.99,0.933,0.021,False,2
1654777093,27.15,47.09,1159.0,409.0,12880,19443,938.807,1.7,1.77,11.71,1.826,0.0409999999999999,True,2
1655124637,26.269,41.55,73.0,410.0,12833,20699,937.561,1.9,1.98,13.11,2.044,0.046,False,2
1655125382,-6.572042944785041,42.38589283067576,90.76749355383998,400.0,12785,20648,937.5081083548206,2.081625322308001,2.159842031949067,14.30959396579707,2.231609525502908,0.0506433419282133,False,2
1654745845,20.027,49.18,1101.0,573.0,12823,19458,938.967,1.74,1.81,11.97,1.866,0.042,True,2
1654777903,24.43,53.77,1147.0,400.0,12889,19445,938.761,1.6,1.66,11.01,1.716,0.039,True,2
1654735861,17.207,57.36,64.0,400.0,13185,20104,939.621,0.98,1.02,6.73,1.0490000000000002,0.024,False,2
1654715626,25.449413384507643,44.78932958229445,0.0,400.0,13238,21166,937.4281005626558,2.020251406639581,2.100251406639581,13.91175984647707,2.16927654730354,0.0490083802213193,False,2
1654761728,11.401310674140724,55.94541752824906,4.016505620298777,400.0,12710,19740,939.845311651689,0.0557378651718553,0.0757378651718554,0.3544271910311324,0.0808854382062264,0.017147573034371,False,2
1654736244,12.671,45.38,143.0,400.0,13160,20017,939.653,1.21,1.26,8.34,1.3,0.0289999999999999,False,2
1654717040,44.29,29.77,1456.5,1073.0,12461,18407,936.854,0.71,0.73,4.86,0.759,1.571,False,0
1654715199,25.88007901072654,48.68642085551743,187.49868315455768,427.99736630911536,12770,20532,937.336169739306,2.083210427758716,2.169868315455767,14.359130882008062,2.23836436491944,0.0508302606939678,False,2
1654716797,58.23,17.07,1000.0,863.0,12570,18567,936.907,0.74,0.76,5.07,0.79,0.018,False,2
1654784409,26.95,47.79,1331.0,400.0,12974,19395,938.714,1.82,1.9,12.55,1.958,0.044,True,2
1654771841,23.67,54.01,921.0,694.0,12777,19496,939.125,1.65,1.72,11.37,1.773,0.04,True,2
1654779452,24.62,53.25,1189.0,406.0,12913,19443,938.716,1.64,1.7,11.27,1.758,0.04,True,2
1654736328,11.635,51.45,187.0,400.0,13142,19995,939.651,0.69,0.72,4.78,0.745,0.017,False,2
1655124482,26.664751241874374,39.91714690383997,61.3108587066372,448.1554293533186,12830,20718,937.5731554293532,2.019222853233407,2.099222853233407,13.933782825867256,2.172041518987869,0.0489740951077802,False,2
1654717429,59.14,11.91,1268.0,400.0,11378,16807,936.725,0.8,0.83,5.455,0.862,0.02,False,2
1654754702,-3.147,48.75,1321.0,401.0,12960,19394,938.696,1.78,1.85,12.24,1.908,0.043,True,2
1654764595,21.54,60.91,117.0,400.0,13233,20103,939.682,2.54,2.64,17.5,2.729,0.062,True,2
1654775730,24.68,52.74,1118.0,474.0,12856,19445,938.905,1.63,1.69,11.2,1.746,0.039,True,2
1654755892,-19.453,54.22,1187.0,400.0,12984,19429,938.756,1.87,1.94,12.84,2.002,0.045,True,2
1654714600,25.82450653299844,48.37394532553842,181.43662311334373,447.9436382065939,12765,20541,937.31530986934,1.8887324622668744,1.9587324622668745,12.991127235868122,2.026605708493562,0.046,False,2
1654774736,26.85,47.83,1207.0,538.0,12839,19428,938.901,1.69,1.76,11.65,1.817,0.0409999999999999,True,2
1654712250,27.30932787386715,43.60591802060834,60.30491788950994,438.0,12858,20735,937.570219671558,2.35152458944755,2.4430491788950994,16.176770483923047,2.5217442610055896,0.057,False,2
1654767801,19.37,53.57,188.0,400.0,13146,20068,939.629,1.09,1.14,7.53,1.1740000000000002,0.027,True,2
1655124887,17.313386559285494,40.50945292973734,65.06637045184537,400.0,12831,20703,937.5155820605394,1.7970313801751077,1.867031380175108,12.3657039711382,1.9282071646794852,0.0431757845043776,False,2
1654712470,29.66608305989881,39.612908075802906,23.56528233501982,400.0,12843,20752,937.57511572555,1.9411572554993397,2.013041529949405,13.357522160745706,2.0819688280543325,0.0466231451099867,False,2
1654716856,50.65881181256932,14.127312598204384,611.3748035912329,400.0,13367,20533,936.8340749607182,0.9334370089780822,0.9734370089780822,6.426746464642192,1.002049450055452,0.0225374803591232,False,2
1654764412,20.717329605634397,48.51867538105985,138.0,400.0,13175,20036,939.671638733568,0.94,0.9790924890453998,6.4863699561816,1.01145549342724,0.023,False,2
1655126642,-1.8438573261197684,42.510988259098845,161.8934160853838,432.9467080426919,12767,20550,937.3260266459788,1.9470689423480545,2.017335402134595,13.371347814942164,2.085068942348055,0.0469467080426919,False,2
1654714692,28.78387273493445,42.17593088917042,170.12254530131096,436.5710914454117,12777,20555,937.3280612726506,1.7924509060262193,1.8624509060262195,12.345930889170424,1.9255121786768747,0.0430612726506554,False,2
1654715804,25.17,44.81,0.0,400.0,13269,21191,937.418,1.75,1.82,12.07,1.882,0.043,False,2
1654717568,57.91581839700183,11.168363205996345,1394.0,400.0,13108,19225,936.7122544808994,0.79,0.82,5.4,0.857,0.3743846801243223,False,2
1655128429,17.996,47.09,4871.0,400.0,13164,19649,936.92,0.58,0.6,3.97,0.619,0.0139999999999999,False,2
1655126952,11.935,47.66,156.0,440.0,12773,20568,937.365,1.83,1.9,12.62,1.968,0.044,False,2
1654734289,27.089666049494387,56.09987039382136,14.0,400.0,13011,19923,939.7433330247472,0.1333395050561257,0.1433395050561257,0.93337653539288,0.1456734555617383,0.0033334876264031,False,2
1654745331,16.749000000000002,53.52,1067.0,600.0,12815,19462,939.038,2.02,2.1,13.93,2.172,0.049,True,2
1654735197,23.651,52.53,86.0,400.0,13105,19976,939.6,0.85,0.88,5.82,0.908,0.021,False,2
1654742082,-5.059,56.6,354.0,400.0,13078,19912,939.293,0.41,0.43,2.84,0.4429999999999999,0.01,True,2
1654713932,26.16579782414372,46.77785131445267,102.0,413.7361740685025,12777,20616,937.382843608346,1.7073617406850254,1.7705213055137692,11.74101087928141,1.8306776971679,0.0416840435171256,False,2
1654780581,24.96,51.71,1222.0,402.0,12916,19418,938.703,1.7,1.76,11.69,1.822,0.0409999999999999,True,2
1654754130,6.25,51.67,1299.0,401.0,12954,19402,938.69,2.25,2.34,15.49,2.416,0.055,True,2
1654739899,-6.795,49.06,194.0,400.0,13154,20066,939.615,0.72,0.75,4.94,0.77,0.017,True,2
1654712261,26.96,44.61,29.0,426.0,12864,20768,937.59,2.27,2.36,15.65,2.44,0.055,False,2
1654753789,11.298,53.3,1141.0,400.0,12973,19438,938.73,1.92,2.0,13.22,2.062,0.047,True,2
1654782427,26.98,47.53,1389.0,404.0,12947,19386,938.698,1.77,1.84,12.21,1.904,0.043,True,2
1654780263,26.96,47.78,1168.0,400.0,12922,19433,938.69,1.8,1.87,12.36,1.927,0.044,True,2
1654738779,-9.266,54.33,27.0,400.0,13239,20200,939.701,2.48,2.58,17.08,2.6630000000000003,0.06,True,2
1654749464,12.211,53.44,1228.0,412.0,12879,19430,938.766,1.74,1.81,11.98,1.868,0.042,True,2
1654744273,5.664,50.82,1007.0,638.0,12806,19487,939.048,2.16,2.25,14.88,2.321,0.052,True,2
1654745122,14.853,47.04,1141.0,628.0,12800,19444,939.089,2.05,2.13,14.13,2.204,0.05,True,2
1654734251,27.047,54.0,0.0,400.0,13015,19944,939.759,0.1,0.1,0.69,0.107,0.002,False,2
1654734649,26.68,49.35,0.0,400.0,13098,19986,939.708,0.47,0.49,3.22,0.502,0.011,False,2
1654737559,-2.812,47.44,96.0,400.0,13232,20122,939.643,1.99,2.07,13.69,2.136,0.048,True,2
1654737192,1.087,46.94,170.0,400.0,13214,20041,939.665,2.03,2.11,14.01,2.184,0.049,True,2
1654749887,12.972,53.6,1166.0,411.0,12887,19445,938.748,1.54,1.6,10.62,1.6569999999999998,0.037,True,2
1654736673,7.332000000000001,60.65,262.0,400.0,13152,19956,939.673,2.07,2.15,14.26,2.2230000000000003,0.05,True,2
1654761592,13.82084684693316,49.845977477067485,12.042342346658096,400.0,12630,19697,939.79119054056,0.0997882882667095,0.1797882882667095,0.4993648648001286,0.1947459459200514,0.0738941441333547,False,2
1654745815,19.903,50.79,1046.0,538.0,12841,19476,938.998,2.16,2.25,14.88,2.321,0.052,True,2
1654748366,13.083,50.04,1163.0,458.0,12865,19447,938.817,1.85,1.92,12.73,1.985,0.045,True,2
1654715388,25.73202489585907,49.22607468757721,211.2024895859071,433.99377603523226,12762,20512,937.3806074687576,1.6560124479295355,1.7160124479295356,11.384049791718144,1.7746074687577211,0.04,False,2
1654766766,22.18,48.57,8.0,400.0,13259,20232,939.731,2.56,2.66,17.64,2.7510000000000003,0.062,True,2
1654903860,36.53,15.16,162.0,2224.0,12656,20425,930.866,0.97,1.01,6.68,1.042,0.024,True,1
1654754703,-3.164,48.59,1281.0,400.0,12966,19392,938.697,1.78,1.85,12.26,1.912,0.043,True,2
1655127048,16.129798204531777,42.54828699855754,156.73542595263802,415.5058296189448,12777,20561,937.3424591926674,2.1072376671474844,2.1872376671474845,14.490780262411286,2.260478922719068,0.0512412555715828,False,2
1655125801,-7.044,40.89,96.0,414.0,12769,20618,937.437,2.26,2.35,15.58,2.43,0.055,False,2
1655127554,17.090495402134504,48.21350975751394,195.0701951502788,430.2675487875697,12764,20525,937.3784649024248,1.908026463627091,1.985350975751394,13.148158781762543,2.050491366051952,0.0462675487875697,False,2
1654714693,28.80509948140536,42.163023835627776,162.33554403123014,429.6710880624603,12774,20559,937.331161139922,1.8233554403123016,1.8950331604684525,12.558521242654562,1.959194300390377,0.044167772015615,False,2
1654770563,21.09,57.36,473.0,595.0,12848,19790,939.225,1.65,1.71,11.33,1.768,0.04,True,2
1654764302,21.01,46.12,157.0,400.0,13159,20021,939.614,0.85,0.89,5.88,0.917,0.021,False,2
1654754118,6.438,47.09,1276.0,400.0,12966,19417,938.687,1.93,2.01,13.28,2.071,0.047,True,2
1654735532,20.69188811351707,47.63825713792994,7.0,400.0,13193,20119,939.6028972569654,0.8929908565515926,0.928660571034395,6.149284568275161,0.9588257137929938,0.0214330285517197,False,2
1654762647,16.894049541157134,51.68576386201869,0.0,400.0,13093,19978,939.721748472276,0.4333129636795017,0.4491412045993771,2.969018986676387,0.4628099082314269,0.0105828240919875,False,2
1654740714,-4.382,50.5,262.0,400.0,13130,20007,939.499,0.64,0.66,4.38,0.6829999999999999,0.015,True,2
1654752144,20.671,48.98,1260.0,427.0,12899,19417,938.701,1.57,1.63,10.81,1.686,0.038,True,2
1654766124,20.23,52.49,28.0,400.0,13250,20194,939.651,2.16,2.24,14.87,2.318,0.052,True,2
1655125651,-8.937999999999999,47.62,59.0,400.0,12796,20658,937.48,2.32,2.41,15.96,2.488,0.0559999999999999,False,2
1654740977,-4.101,56.62,287.0,400.0,13116,19980,939.433,0.35,0.37,2.44,0.38,0.009,True,2
1655126728,1.3630000000000002,48.76,185.0,454.0,12767,20538,937.326,1.89,1.96,12.98,2.025,0.046,False,2
1654739316,-8.635,54.75,128.0,400.0,13197,20136,939.673,1.98,2.05,13.59,2.12,0.048,True,2
1654712610,26.921052356459423,44.89985744725934,64.17703474336626,400.0,12834,20711,937.5387511661592,1.8669854833623865,1.945215135928724,12.87243907840403,2.008215135928724,0.0454688957699012,False,2
1654786197,26.64,48.81,1373.0,420.0,12986,19393,938.847,2.15,2.23,14.8,2.307,0.052,True,2
1654714332,28.77,41.53,114.0,402.0,12791,20613,937.357,1.73,1.8,11.93,1.86,0.042,False,2
1654771378,22.38,57.56,841.0,726.0,12765,19513,939.122,2.17,2.25,14.92,2.327,0.053,True,2
1654769965,20.99,50.34,332.0,400.0,13092,19935,939.322,0.3,0.32,2.09,0.326,0.0069999999999999,True,2
1655125795,-7.126914568590191,40.98241529404553,84.29307843257448,400.0,12789,20635,937.447,2.134653921628724,2.214653921628724,14.668439020052556,2.287291627521894,0.0515861568651489,False,2
1654737353,-0.696,53.7,131.0,400.0,13220,20091,939.637,1.84,1.91,12.67,1.976,0.045,True,2
1654783436,26.69,48.64,1337.0,400.0,12970,19392,938.718,1.72,1.78,11.81,1.842,0.042,True,2
1654772849,24.47,52.54,1155.0,643.0,12794,19441,939.066,2.03,2.11,14.0,2.184,0.049,True,2
1654785603,26.81,47.54,1176.0,400.0,13019,19426,938.78,2.56,2.66,17.61,2.7460000000000004,0.062,True,2
1654762998,17.941475238404987,52.79551792747879,0.0,400.0,13158,20053,939.609246621106,0.8347184678954354,0.8647184678954354,5.753592339477177,0.8972466211058918,0.02,False,2
1655126185,-4.354326928622518,47.78774339713747,120.77629445438558,409.5372842576024,12780,20600,937.3862982740608,2.044627157423976,2.124627157423976,14.078508629695904,2.1957762944543857,0.05,False,2
1655128574,20.11593607076055,24.59233834138991,622.99019572716,421.7981125658905,12813,19397,936.8717523592928,0.4554393567663399,0.4676543165642361,3.1280754973643794,0.4877617964631843,0.0108859839191584,False,2
1654752256,20.77,47.57,1197.0,400.0,12919,19437,938.687,1.82,1.89,12.55,1.957,0.044,True,2
1654745375,17.113,52.4,1122.0,601.0,12814,19456,939.015,2.28,2.36,15.66,2.443,0.055,True,2
1654736014,15.441,45.96,111.0,400.0,13172,20064,939.666,1.02,1.06,7.03,1.096,0.025,False,2
1654716743,54.10041851304154,21.140608264214794,60.860281028318056,883.5456198161095,12562,18541,936.891739537174,0.8176332234939202,0.8490876036778107,5.602462977668181,0.873008711127608,0.0196787107524822,False,2
1654743003,-4.387,61.1,883.0,954.0,12640,19508,939.123,2.51,2.6,17.25,2.6910000000000003,0.061,True,2
1654782851,27.01,47.55,1321.0,403.0,12958,19402,938.719,1.86,1.93,12.81,1.998,0.045,True,2
1654774493,26.69,48.37,1109.0,531.0,12840,19453,938.915,2.05,2.13,14.09,2.197,0.05,True,2
1654741326,-4.184,50.74,315.0,400.0,13119,19966,939.387,0.42,0.44,2.9,0.452,0.01,True,2
1654903131,23.32,65.0,436.0,1454.0,12959,19530,931.222,2.38,2.47,16.2,2.5545,0.0579999999999999,True,2
1654735925,16.467832710907732,53.28025391812983,51.77819272817686,400.0,13214,20130,939.6252218072718,0.9538909636408842,0.9923637045511052,6.581127709127074,1.0263637045511054,0.0228472740910221,False,2
1654766819,22.02,49.17,34.0,400.0,13249,20212,939.725,2.12,2.21,14.61,2.278,0.051,True,2
1654738435,-8.696,53.67,27.0,400.0,13254,20192,939.705,1.78,1.85,12.23,1.908,0.043,True,2
1654777339,25.1,50.73,1195.0,429.0,12878,19430,938.771,1.52,1.58,10.45,1.629,0.037,True,2
1654786194,26.53,49.25,1346.0,420.0,12987,19395,938.827,1.94,0.0,13.34,2.081,0.047,True,2
1654736151,13.805,52.11,130.0,400.0,13175,20041,939.646,0.97,1.01,6.66,1.038,0.023,False,2
1654713557,29.08,40.75,65.0,400.0,12795,20668,937.469,1.98,2.06,13.64,2.127,0.048,False,2
1654746811,19.906,51.63,1164.0,541.0,12833,19434,938.864,2.4,2.49,16.51,2.574,0.0579999999999999,True,2
1654752740,20.199,47.45,1166.0,400.0,12932,19437,938.673,1.91,1.98,13.12,2.046,0.046,True,2
1654772184,26.32,48.27,963.0,658.0,12799,19486,939.068,2.36,2.45,16.25,2.5340000000000003,0.057,True,2
1654769787,20.75,51.12,324.0,400.0,13105,19932,939.365,0.22,0.23,1.49,0.233,0.005,True,2
1654712668,26.95,44.76,60.0,400.0,12829,20717,937.519,2.27,2.36,15.65,2.44,0.055,False,2
1654714788,25.71,49.02,162.0,429.0,12769,20554,937.331,1.66,1.72,11.42,1.781,0.04,False,2
1654778364,24.85,52.29,1141.0,404.0,12896,19450,938.786,1.67,1.74,11.52,1.797,0.0409999999999999,True,2
1654716522,43.5,32.14,1460.0,400.0,12922,19377,936.864,0.45,0.47,3.11,0.485,0.011,False,2
1655127195,20.213,48.12,185.0,429.0,12766,20540,937.416,1.69,1.76,11.66,1.818,0.0409999999999999,False,2
1654715968,24.85202016499588,43.22515160400989,0.0,400.0,13411,21233,937.4225959670008,2.161616131996702,2.251616131996702,14.910504857978564,2.3246565352966195,0.0520404032999175,False,2
1655124732,23.811,45.12,69.0,400.0,12830,20698,937.546,1.82,1.89,12.54,1.955,0.044,False,2
1654752318,20.792,47.46,1243.0,401.0,12916,19426,938.699,1.8,1.87,12.38,1.931,0.044,True,2
1654753880,10.021,46.72,1117.0,400.0,12993,19464,938.739,2.29,2.38,15.73,2.454,0.055,True,2
1654761460,12.665966379777675,55.8876558533236,0.0,401.3909444172468,12565,19667,939.7965226389568,0.013045277913766,0.046090555827532,0.026090555827532,0.0543086669930384,0.0312633890792723,False,2
1655128933,15.322083605764895,13.375238753078426,628.1791069962654,400.0,13025,19604,936.8466462679012,1.1752835720149382,1.2241044650186728,8.093447683115771,1.2613402864179255,0.0288820893003733,False,2
1654752605,20.541,48.28,1174.0,400.0,12925,19432,938.724,1.41,1.46,9.68,1.509,0.034,True,2
1654734043,26.497,50.0,7.0,400.0,12919,19871,939.778,0.27,0.28,1.85,0.288,0.0069999999999999,False,2
1654763363,19.42665528543594,47.83005121553828,44.2854704021987,400.0,13136,20014,939.641045586685,0.74,0.77,5.072381765326004,0.7904763530652009,0.018,False,2
1654735351,22.37459834056643,47.81836355334311,43.17685925255488,400.0,13136,20008,939.6416396742014,0.74,0.77,5.0935371850510975,0.7937074370102195,0.018,False,2
1655125524,-9.123884508514616,47.229969674331954,81.0,400.7781147296449,12780,20644,937.4941094263518,1.922249178371596,2.000030325668045,13.252431132379868,2.0659208993162697,0.0465562294592898,False,2
1654753804,11.092,48.0,1143.0,400.0,12974,19442,938.737,1.74,1.81,11.96,1.865,0.042,True,2
1655125276,-2.66331007567042,55.1590582131782,94.58394295145146,400.0,12780,20655,937.53545619967,2.120802852427427,2.2008028524274272,14.577700252234733,2.273675109145896,0.0514160570485485,False,2
1654713238,28.695448025443778,42.02911829313613,55.72759872781111,400.0,12792,20684,937.4950910394912,1.991820789822489,2.0672759872781112,13.70911112112429,2.1376394280414246,0.0485455197455622,False,2
1654737260,0.321,46.75,0.0,400.0,13209,20049,939.651,2.26,2.35,15.56,2.427,0.055,True,2
1654778615,24.57,53.36,1126.0,400.0,12894,19441,938.778,1.5,1.56,10.32,1.609,0.036,True,2
1654764414,20.83,47.91,140.0,400.0,13170,20029,939.679,0.93,0.97,6.43,1.003,0.023,False,2
1654715237,28.91170720769189,42.204878376924334,178.25608115378333,427.1707207691889,12767,20531,937.3444268019232,1.5814639615405557,1.6414639615405555,10.893662146167664,1.6982078803867722,0.0387439188462166,False,2
1654772867,25.37,53.72,1007.0,589.0,12820,19482,939.083,2.01,2.09,13.82,2.155,0.049,True,2
1654763783,20.4,47.32,0.0,400.0,13212,20127,939.618,1.08,1.13,7.46,1.163,0.026,False,2
1654903578,38.65,15.09,0.0,2786.0,12611,20205,930.91,0.96,1.0,6.62,1.032,0.023,True,1
1654747210,18.296,47.35,1182.0,512.0,12847,19441,938.915,2.11,2.2,14.54,2.268,0.051,True,2
1654758104,9.193,54.09,1356.0,422.0,12982,19388,938.824,1.7,1.76,11.69,1.823,0.0409999999999999,True,2
1654734131,26.7973808505025,57.60888651172495,8.873049832500769,400.0,12954,19894,939.7928730498326,0.16,0.1612695016749923,1.0863475083749616,0.1698886511724945,0.004,False,2
1654763598,19.91,48.32,0.0,400.0,13225,20175,939.622,1.11,1.15,7.63,1.19,0.027,False,2
1654713863,26.78,43.89,92.0,412.0,12777,20633,937.397,1.89,1.97,13.03,2.031,0.046,False,2
1654762347,13.936143844984258,52.36118893617631,22.0,400.0,13019,19921,939.7505084924012,0.2975424620062966,0.3163136930094448,2.0666533890598173,0.32243656990913,0.0069999999999999,False,2
1654737718,-4.291,51.08,91.0,400.0,13238,20118,939.652,2.5,2.59,17.19,2.68,0.061,True,2
1654761949,12.117778824036412,55.03128705434504,16.870352932726483,400.0,12849,19819,939.8393889412018,0.1325929413454703,0.1382411766818378,0.8794470600910274,0.147676353148201,0.0096944706009102,False,2
1654745082,14.463,53.13,1082.0,614.0,12806,19457,939.08,2.01,2.09,13.83,2.156,0.049,True,2
1654781441,24.38,54.14,1147.0,400.0,12937,19446,938.713,1.4,1.45,9.63,1.501,0.034,True,2
1654767989,18.92,55.18,209.0,400.0,13148,20055,939.595,0.61,0.64,4.23,0.66,0.015,True,2
1654714167,26.33708416042892,46.05402474509396,139.618069340482,431.472277361928,12774,20575,937.3551457919784,1.98618069340482,2.06618069340482,13.67854208021446,2.13309034670241,0.048,False,2
1654768400,18.89,54.24,247.0,400.0,13126,20021,939.553,0.33,0.35,2.3,0.359,0.008,True,2
1654782088,24.61,52.45,1163.0,400.0,12974,19443,938.712,2.21,2.3,15.21,2.372,0.054,True,2
1654740022,-6.359,50.41,0.0,400.0,13130,20036,939.591,0.65,0.67,4.45,0.6940000000000001,0.016,True,2
1654716438,43.15746541635728,32.09630390899791,793.0840114040705,467.446094393959,12780,19221,936.8967003661718,0.4389442635351313,0.4606468672724919,3.0492046372711976,0.4759873880199641,0.0106810414949442,False,2
1654754213,4.931,53.02,1270.0,400.0,12965,19408,938.708,2.39,2.48,16.45,2.5660000000000003,0.0579999999999999,True,2
1654736564,8.693,65.61,54.0,400.0,13257,20167,939.694,2.58,2.68,17.77,2.772,0.063,True,2
1654737603,-3.236,49.22,95.0,400.0,13232,20120,939.694,1.85,1.92,12.71,1.983,0.045,True,2
1654716450,38.31,23.89,774.0,400.0,13167,20435,936.755,1.77,1.84,12.2,1.902,0.043,False,2
1655127096,17.81,44.78,155.0,426.0,12777,20561,937.414,1.37,1.42,9.42,1.47,0.033,False,2
1655129071,7.329594114069857,19.55964253849602,0.0,400.0,13619,21281,936.82619285077,0.98452147743061,1.0183929102506633,6.755521774834325,1.053167196814674,0.0239678582050132,False,2
1654785877,24.31,54.02,1348.0,411.0,12984,19387,938.782,1.83,1.9,12.57,1.96,0.044,True,2
