UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
1654739078,-9.098,54.82,47.0,400.0,13240,20207,939.712,2.06,2.14,14.15,0.0,0.05,True
1654739079,-9.097,54.92,43.0,400.0,13244,20213,939.716,2.01,2.09,13.85,2.16,0.049,True
1654739080,-9.095,54.99,41.0,400.0,13247,20214,939.72,1.95,2.02,13.39,2.088,0.047,True
1654739081,-9.094,55.1,42.0,400.0,13246,20214,939.72,1.91,1.98,13.13,2.047,0.046,True
1654739082,-9.092,55.15,38.0,400.0,13248,20219,939.719,1.87,1.94,12.86,2.006,0.045,True
1654739083,-9.091,55.2,30.0,400.0,13250,20216,939.712,1.87,1.94,12.88,2.008,0.045,True
1654739084,-9.09,55.3,47.0,400.0,13246,20209,939.7,1.83,1.9,12.58,1.962,0.044,True
1654739085,-9.088,55.38,47.0,400.0,13250,20217,939.689,1.82,1.89,12.52,1.953,0.044,True
1654739086,-9.087,55.41,46.0,400.0,13244,20209,939.692,1.85,1.92,12.73,1.986,0.045,True
1654739087,-9.085,55.51,48.0,400.0,13249,20219,939.695,1.86,1.94,12.83,2.0,0.045,True
1654739088,-9.084,55.52,44.0,400.0,13248,20211,939.692,1.9,1.97,13.08,2.04,0.046,True
1654739089,-9.082,55.61,39.0,400.0,13250,20215,939.69,1.91,1.98,13.13,2.047,0.046,True
1654739090,-9.081,55.63,41.0,400.0,13254,20214,939.689,1.92,2.0,13.24,2.064,0.047,True
1654739091,-9.079,55.75,22.0,400.0,13271,20237,939.698,1.96,2.04,13.52,2.108,0.048,True
1654739092,-9.078,55.18,25.0,400.0,13267,20236,939.697,1.99,2.07,13.71,2.138,0.048,True
1654739093,-9.076,54.37,33.0,400.0,13261,20228,939.707,2.05,2.13,14.09,2.197,0.05,True
1654739094,-9.075,53.59,32.0,400.0,13262,20230,939.705,2.06,2.14,14.17,2.209,0.05,True
1654739095,-9.073,52.96,24.0,400.0,13259,20230,939.708,2.11,2.19,14.51,2.262,0.051,True
1654739096,-9.072,52.34,21.0,400.0,13254,20231,939.716,2.14,2.23,14.74,2.299,0.052,True
1654739097,-9.07,51.93,38.0,400.0,13255,20227,939.718,2.19,2.27,15.05,2.346,0.053,True
1654739098,-9.069,51.49,32.0,400.0,13256,20229,939.714,2.21,2.3,15.24,2.376,0.054,True
1654739099,-9.067,51.11,36.0,400.0,13256,20227,939.711,2.26,2.35,15.57,2.427,0.055,True
1654739100,-9.066,50.88,35.0,400.0,13252,20214,939.714,2.27,2.36,15.61,2.434,0.055,True
1654739101,-9.064,50.58,39.0,400.0,13257,20220,939.711,2.32,2.41,15.97,2.491,0.0559999999999999,True
1654739102,-9.063,50.41,33.0,400.0,13254,20220,939.705,2.33,2.42,16.02,2.499,0.0559999999999999,True
1654739103,-9.061,50.25,41.0,400.0,13254,20225,939.709,2.36,2.45,16.21,2.528,0.057,True
1654739104,-9.06,50.1,39.0,400.0,13257,20219,939.715,2.37,2.46,16.29,2.541,0.057,True
1654739105,-9.058,50.0,30.0,400.0,13263,20227,939.715,2.39,2.49,16.48,2.57,0.0579999999999999,True
1654739106,-9.057,49.85,36.0,400.0,13257,20218,939.709,2.4,2.5,16.53,2.5780000000000003,0.0579999999999999,True
1654739107,-9.055,49.77,22.0,400.0,13265,20238,939.702,2.39,2.48,16.42,2.56,0.0579999999999999,True
1654739108,-9.054,49.69,21.0,400.0,13265,20231,939.703,2.36,2.45,16.24,2.532,0.057,True
1654739109,-9.052,49.6,29.0,400.0,13255,20220,939.694,2.34,2.44,16.14,2.516,0.057,True
1654739110,-9.051,49.54,0.0,400.0,13262,20234,939.694,2.29,2.38,15.77,2.459,0.0559999999999999,True
1654739111,-9.049,49.5,35.0,400.0,13260,20225,939.706,2.26,2.35,15.58,2.43,0.055,True
1654739112,-9.047,49.43,24.0,400.0,13267,20228,939.708,2.32,2.41,15.97,2.49,0.0559999999999999,True
1654739113,-9.046,49.38,27.0,400.0,13269,20239,939.706,2.35,2.44,16.14,2.517,0.057,True
1654739114,-9.044,49.33,11.0,400.0,13267,20232,939.707,2.34,2.44,16.13,2.516,0.057,True
1654739115,-9.043,49.29,21.0,400.0,13268,20236,939.705,2.32,2.41,15.94,2.486,0.0559999999999999,True
1654739116,-9.041,49.24,25.0,400.0,13261,20232,939.701,2.35,2.44,16.17,2.521,0.057,True
1654739117,-9.04,49.19,16.0,400.0,13270,20244,939.694,2.35,2.44,16.15,2.519,0.057,True
1654739118,-9.038,49.17,10.0,400.0,13262,20242,939.691,2.36,2.45,16.25,2.5340000000000003,0.057,True
1654739119,-9.036,49.15,12.0,400.0,13263,20234,939.695,2.37,2.46,16.29,2.541,0.057,True
1654739120,-9.035,49.07,15.0,400.0,13261,20237,939.694,2.41,2.5,16.57,2.583,0.0579999999999999,True
1654739121,-9.033,48.99,33.0,400.0,13246,20222,939.696,2.43,2.52,16.72,2.608,0.059,True
1654739122,-9.032,49.54,35.0,400.0,13249,20220,939.693,2.48,2.58,17.06,2.661,0.06,True
1654739123,-9.03,50.33,33.0,400.0,13246,20217,939.692,2.48,2.58,17.08,2.6630000000000003,0.06,True
1654739124,-9.028,51.09,27.0,400.0,13250,20224,939.69,2.46,2.56,16.97,2.6460000000000004,0.06,True
1654739125,-9.027,51.74,30.0,400.0,13251,20226,939.686,2.46,2.56,16.95,2.643,0.06,True
1654739126,-9.025,52.28,37.0,400.0,13250,20219,939.687,2.43,2.52,16.69,2.603,0.059,True
1654739127,-9.023,52.72,40.0,400.0,13245,20223,939.683,2.39,2.49,16.48,2.569,0.0579999999999999,True
1654739128,-9.022,53.13,24.0,400.0,13251,20219,939.676,2.37,2.47,16.34,2.548,0.0579999999999999,True
1654739129,-9.02,53.46,24.0,400.0,13260,20229,939.692,2.35,2.44,16.17,2.521,0.057,True
1654739130,-9.018,53.76,27.0,400.0,13248,20224,939.686,2.34,2.43,16.11,2.512,0.057,True
1654739131,-9.017,54.04,27.0,400.0,13258,20233,939.682,2.38,2.47,16.35,2.549,0.0579999999999999,True
1654739132,-9.015,54.24,30.0,400.0,13252,20229,939.687,2.4,2.49,16.49,2.571,0.0579999999999999,True
1654739133,-9.013,54.44,24.0,400.0,13252,20232,939.689,2.43,2.52,16.71,2.6060000000000003,0.059,True
1654739134,-9.012,54.61,16.0,400.0,13253,20235,939.695,2.43,2.53,16.74,2.611,0.059,True
1654739135,-9.01,54.79,17.0,400.0,13260,20235,939.685,2.43,2.53,16.75,2.612,0.059,True
1654739136,-9.008,54.88,30.0,400.0,13252,20225,939.692,2.42,2.52,16.68,2.6010000000000004,0.059,True
1654739137,-9.007,55.02,33.0,400.0,13245,20224,939.699,2.41,2.5,16.58,2.5860000000000003,0.0579999999999999,True
1654739138,-9.005,55.17,25.0,400.0,13248,20239,939.701,2.4,2.49,16.51,2.574,0.0579999999999999,True
1654739139,-9.003,55.26,30.0,400.0,13255,20232,939.689,2.38,2.47,16.36,2.551,0.0579999999999999,True
1654739140,-9.002,55.37,16.0,400.0,13254,20234,939.692,2.37,2.46,16.29,2.54,0.057,True
1654739141,-9.0,55.41,13.0,400.0,13251,20225,939.694,2.38,2.47,16.37,2.552,0.0579999999999999,True
1654739142,-8.998,55.54,26.0,400.0,13252,20234,939.674,2.42,2.51,16.63,2.592,0.059,True
1654739143,-8.996,55.59,35.0,400.0,13243,20220,939.673,2.47,2.56,16.97,2.647,0.06,True
1654739144,-8.995,55.71,23.0,400.0,13251,20220,939.674,2.47,2.56,16.97,2.6460000000000004,0.06,True
1654739145,-8.993,55.75,31.0,400.0,13248,20226,939.681,2.46,2.55,16.92,2.638,0.06,True
1654739146,-8.991,55.79,30.0,400.0,13248,20224,939.67,2.46,2.56,16.93,2.639,0.06,True
1654739147,-8.99,55.83,30.0,400.0,13254,20221,939.662,2.47,2.56,16.97,2.6460000000000004,0.06,True
1654739148,-8.988,55.91,33.0,400.0,13254,20226,939.658,2.49,2.59,17.16,2.675,0.06,True
1654739149,-8.986,55.94,22.0,400.0,13256,20230,939.67,2.49,2.59,17.15,2.675,0.06,True
1654739150,-8.984,56.03,36.0,400.0,13250,20227,939.669,2.44,2.54,16.81,2.6210000000000004,0.059,True
1654739151,-8.982999999999999,56.14,10.0,400.0,13271,20251,939.678,2.41,2.51,16.62,2.591,0.059,True
1654739152,-8.981,55.55,8.0,400.0,13271,20253,939.675,2.4,2.49,16.49,2.572,0.0579999999999999,True
1654739153,-8.979,54.71,5.0,400.0,13268,20252,939.683,2.39,2.49,16.47,2.569,0.0579999999999999,True
1654739154,-8.977,53.98,1.0,400.0,13269,20252,939.686,2.39,2.48,16.42,2.56,0.0579999999999999,True
1654739155,-8.976,53.32,22.0,400.0,13263,20242,939.691,2.36,2.45,16.23,2.531,0.057,True
1654739156,-8.974,52.72,10.0,400.0,13267,20246,939.695,2.32,2.41,15.98,2.491,0.0559999999999999,True
1654739157,-8.972000000000001,52.29,3.0,400.0,13275,20249,939.681,2.3,2.39,15.85,2.471,0.0559999999999999,True
1654739158,-8.97,51.87,8.0,400.0,13267,20245,939.661,2.25,2.34,15.5,2.417,0.055,True
1654739159,-8.968,51.57,6.0,400.0,13271,20248,939.642,2.24,2.33,15.45,2.4090000000000003,0.054,True
1654739160,-8.967,51.24,0.0,400.0,13279,20257,939.627,2.27,2.36,15.61,2.434,0.055,True
1654739161,-8.965,51.01,4.0,400.0,13269,20252,939.625,2.29,2.38,15.79,2.462,0.0559999999999999,True
1654739162,-8.963,50.76,0.0,400.0,13276,20258,939.626,2.34,2.43,16.07,2.507,0.057,True
1654739163,-8.961,50.6,1.0,400.0,13276,20252,939.63,2.33,2.42,16.04,2.502,0.057,True
1654739164,-8.959,50.45,0.0,400.0,13271,20249,939.628,2.34,2.43,16.11,2.513,0.057,True
1654739165,-8.958,50.32,12.0,400.0,13272,20251,939.626,2.32,2.41,15.95,2.487,0.0559999999999999,True
1654739166,-8.956,50.15,6.0,400.0,13278,20253,939.638,2.31,2.4,15.91,2.481,0.0559999999999999,True
1654739167,-8.954,50.07,9.0,400.0,13277,20260,939.645,2.29,2.38,15.79,2.462,0.0559999999999999,True
1654739168,-8.952,50.0,0.0,400.0,13282,20259,939.649,2.27,2.36,15.61,2.434,0.055,True
1654739169,-8.95,49.9,0.0,400.0,13279,20261,939.645,2.22,2.31,15.28,2.383,0.054,True
1654739170,-8.948,49.83,0.0,400.0,13279,20260,939.659,2.2,2.29,15.15,2.362,0.053,True
1654739171,-8.947000000000001,49.77,0.0,400.0,13282,20274,939.678,2.19,2.28,15.09,2.353,0.053,True
1654739172,-8.945,49.69,0.0,400.0,13280,20268,939.673,2.18,2.27,15.02,2.343,0.053,True
1654739173,-8.943,49.63,0.0,400.0,13287,20278,939.683,2.19,2.28,15.07,2.351,0.053,True
1654739174,-8.941,49.57,0.0,400.0,13281,20279,939.686,2.3,2.39,15.82,2.468,0.0559999999999999,True
1654739175,-8.939,49.51,0.0,400.0,13276,20273,939.686,2.4,2.5,16.53,2.5780000000000003,0.0579999999999999,True
1654739176,-8.937000000000001,49.45,0.0,400.0,13279,20273,939.681,2.46,2.56,16.93,2.64,0.06,True
1654739177,-8.935,49.39,0.0,400.0,13276,20268,939.683,2.51,2.61,17.28,2.695,0.061,True
1654739178,-8.934,49.34,0.0,400.0,13275,20272,939.689,2.6,2.7,17.9,2.7910000000000004,0.063,True
1654739179,-8.932,49.33,0.0,400.0,13280,20274,939.676,2.63,2.73,18.1,2.823,0.064,True
1654739180,-8.93,49.28,0.0,400.0,13274,20282,939.681,2.67,2.78,18.38,2.867,0.065,True
1654739181,-8.927999999999999,49.15,16.0,400.0,13260,20258,939.696,2.68,2.79,18.46,2.879,0.065,True
1654739182,-8.926,49.75,18.0,400.0,13260,20253,939.695,2.68,2.78,18.43,2.874,0.065,True
1654739183,-8.924,50.52,21.0,400.0,13251,20248,939.69,2.66,2.76,18.3,2.854,0.064,True
1654739184,-8.922,51.27,21.0,400.0,13249,20247,939.695,2.61,2.71,17.97,2.802,0.063,True
1654739185,-8.92,51.93,15.0,400.0,13256,20253,939.698,2.56,2.65,17.59,2.742,0.062,True
1654739186,-8.918,52.45,19.0,400.0,13256,20245,939.694,2.49,2.59,17.15,2.674,0.06,True
1654739187,-8.916,52.94,17.0,400.0,13255,20252,939.68,2.48,2.58,17.06,2.661,0.06,True
1654739188,-8.915,53.32,24.0,400.0,13251,20251,939.679,2.49,2.59,17.17,2.677,0.06,True
1654739189,-8.913,53.63,22.0,400.0,13252,20244,939.682,2.5,2.59,17.18,2.679,0.061,True
1654739190,-8.911,53.96,18.0,400.0,13257,20253,939.689,2.5,2.59,17.18,2.679,0.061,True
1654739191,-8.908999999999999,54.18,19.0,400.0,13251,20247,939.681,2.5,2.59,17.19,2.68,0.061,True
1654739192,-8.907,54.41,19.0,400.0,13250,20247,939.683,2.48,2.58,17.09,2.664,0.06,True
1654739193,-8.905,54.6,11.0,400.0,13258,20254,939.678,2.51,2.6,17.26,2.6910000000000003,0.061,True
1654739194,-8.902999999999999,54.8,23.0,400.0,13252,20242,939.671,2.56,2.66,17.62,2.748,0.062,True
1654739195,-8.901,54.94,21.0,400.0,13248,20240,939.67,2.55,2.65,17.52,2.733,0.062,True
1654739196,-8.899,55.06,21.0,400.0,13251,20249,939.676,2.54,2.64,17.47,2.725,0.062,True
1654739197,-8.897,55.2,25.0,400.0,13254,20252,939.665,2.56,2.66,17.61,2.7460000000000004,0.062,True
1654739198,-8.895,55.29,20.0,400.0,13255,20249,939.664,2.56,2.66,17.63,2.749,0.062,True
1654739199,-8.892999999999999,55.4,20.0,400.0,13250,20248,939.651,2.56,2.66,17.63,2.75,0.062,True
1654739200,-8.891,55.48,35.0,400.0,13247,20234,939.654,2.54,2.64,17.47,2.725,0.062,True
1654739201,-8.889,55.56,31.0,400.0,13246,20233,939.661,2.48,2.58,17.09,2.665,0.06,True
1654739202,-8.887,55.65,37.0,400.0,13243,20234,939.648,2.45,2.55,16.87,2.631,0.059,True
1654739203,-8.885,55.71,38.0,400.0,13244,20229,939.633,2.36,2.46,16.27,2.537,0.057,True
1654739204,-8.883,55.78,36.0,400.0,13246,20233,939.637,2.31,2.39,15.87,2.474,0.0559999999999999,True
1654739205,-8.881,55.85,43.0,400.0,13241,20230,939.636,2.22,2.3,15.27,2.381,0.054,True
1654739206,-8.879,55.88,45.0,400.0,13239,20222,939.648,2.19,2.28,15.1,2.354,0.053,True
1654739207,-8.877,55.98,34.0,400.0,13244,20229,939.659,2.17,2.25,14.92,2.326,0.053,True
1654739208,-8.875,56.02,43.0,400.0,13243,20219,939.658,2.18,2.26,14.98,2.335,0.053,True
1654739209,-8.873,56.07,49.0,400.0,13233,20224,939.658,2.22,2.3,15.26,2.379,0.054,True
1654739210,-8.871,56.07,53.0,400.0,13238,20219,939.653,2.22,2.31,15.31,2.387,0.054,True
1654739211,-8.869,56.22,23.0,400.0,13261,20242,939.651,2.2,2.29,15.15,2.362,0.053,True
1654739212,-8.867,55.61,24.0,400.0,13258,20247,939.646,2.17,2.26,14.97,2.334,0.053,True
1654739213,-8.865,54.81,21.0,400.0,13252,20247,939.644,2.14,2.22,14.71,2.294,0.052,True
1654739214,-8.863,54.01,31.0,400.0,13245,20232,939.65,2.14,2.22,14.73,2.297,0.052,True
1654739215,-8.861,53.35,42.0,400.0,13241,20225,939.656,2.13,2.21,14.65,2.2840000000000003,0.052,True
1654739216,-8.859,52.76,40.0,400.0,13245,20231,939.661,2.1,2.18,14.46,2.254,0.051,True
1654739217,-8.857000000000001,52.28,40.0,400.0,13245,20232,939.65,2.09,2.17,14.4,2.245,0.051,True
1654739218,-8.855,51.87,43.0,400.0,13245,20225,939.641,2.1,2.18,14.43,2.251,0.051,True
1654739219,-8.853,51.55,57.0,400.0,13238,20210,939.649,2.12,2.2,14.56,2.27,0.051,True
1654739220,-8.851,51.22,54.0,400.0,13236,20216,939.644,2.13,2.21,14.66,2.287,0.052,True
1654739221,-8.849,50.98,59.0,400.0,13231,20209,939.655,2.12,2.21,14.61,2.279,0.051,True
1654739222,-8.847000000000001,50.74,53.0,400.0,13239,20217,939.66,2.1,2.19,14.48,2.258,0.051,True
1654739223,-8.845,50.55,52.0,400.0,13243,20214,939.647,2.12,2.2,14.59,2.275,0.051,True
1654739224,-8.843,50.4,56.0,400.0,13240,20218,939.651,2.13,2.22,14.69,2.291,0.052,True
1654739225,-8.841000000000001,50.22,57.0,400.0,13234,20211,939.652,2.15,2.23,14.78,2.305,0.052,True
1654739226,-8.838,50.14,62.0,400.0,13237,20212,939.644,2.14,2.23,14.75,2.299,0.052,True
1654739227,-8.836,50.04,66.0,400.0,13232,20205,939.64,2.13,2.21,14.64,2.283,0.052,True
1654739228,-8.834,49.89,58.0,400.0,13235,20205,939.644,2.07,2.16,14.28,2.226,0.05,True
1654739229,-8.832,49.81,60.0,400.0,13235,20212,939.638,2.05,2.13,14.13,2.204,0.05,True
1654739230,-8.83,49.77,63.0,400.0,13233,20209,939.641,2.02,2.1,13.91,2.17,0.049,True
1654739231,-8.828,49.64,73.0,400.0,13236,20210,939.635,2.0,2.08,13.77,2.148,0.049,True
1654739232,-8.826,49.6,61.0,400.0,13230,20205,939.635,1.96,2.04,13.49,2.104,0.048,True
1654739233,-8.824,49.52,67.0,400.0,13227,20204,939.637,1.94,2.02,13.38,2.087,0.047,True
1654739234,-8.822000000000001,49.44,65.0,400.0,13227,20190,939.635,1.91,1.99,13.16,2.052,0.046,True
1654739235,-8.82,49.38,68.0,400.0,13226,20195,939.635,1.84,1.91,12.66,1.974,0.045,True
1654739236,-8.817,49.34,79.0,400.0,13223,20190,939.647,1.84,1.91,12.65,1.972,0.045,True
1654739237,-8.815,49.32,72.0,400.0,13224,20197,939.645,1.85,1.92,12.71,1.982,0.045,True
1654739238,-8.812999999999999,49.26,72.0,400.0,13225,20188,939.65,1.86,1.93,12.77,1.991,0.045,True
1654739239,-8.811,49.2,79.0,400.0,13223,20193,939.658,1.86,1.93,12.77,1.991,0.045,True
1654739240,-8.809,49.14,80.0,400.0,13225,20186,939.654,1.84,1.92,12.69,1.978,0.045,True
1654739241,-8.807,49.03,98.0,400.0,13202,20168,939.651,1.83,1.9,12.6,1.965,0.044,True
1654739242,-8.805,49.62,105.0,400.0,13209,20165,939.643,1.82,1.89,12.53,1.953,0.044,True
1654739243,-8.802,50.36,94.0,400.0,13213,20171,939.637,1.8,1.87,12.36,1.927,0.044,True
1654739244,-8.8,51.11,88.0,400.0,13211,20182,939.632,1.8,1.87,12.36,1.928,0.044,True
1654739245,-8.798,51.82,105.0,400.0,13210,20169,939.634,1.78,1.85,12.28,1.914,0.043,True
1654739246,-8.796,52.31,98.0,400.0,13209,20166,939.637,1.77,1.84,12.19,1.9,0.043,True
1654739247,-8.794,52.76,86.0,400.0,13212,20178,939.639,1.78,1.85,12.23,1.908,0.043,True
1654739248,-8.792,53.2,87.0,400.0,13216,20176,939.645,1.79,1.86,12.3,1.917,0.043,True
1654739249,-8.789,53.53,94.0,400.0,13210,20176,939.646,1.83,1.9,12.56,1.959,0.044,True
1654739250,-8.787,53.81,92.0,400.0,13213,20180,939.645,1.85,1.92,12.7,1.98,0.045,True
1654739251,-8.785,54.07,97.0,400.0,13209,20173,939.65,1.9,1.97,13.07,2.039,0.046,True
1654739252,-8.783,54.29,86.0,400.0,13219,20182,939.634,1.91,1.98,13.14,2.048,0.046,True
1654739253,-8.781,54.46,88.0,400.0,13214,20176,939.63,1.92,1.99,13.21,2.06,0.047,True
1654739254,-8.779,54.64,97.0,400.0,13211,20174,939.636,1.94,2.01,13.32,2.077,0.047,True
1654739255,-8.776,54.8,99.0,400.0,13215,20174,939.637,1.94,2.02,13.37,2.085,0.047,True
1654739256,-8.774,54.92,89.0,400.0,13211,20167,939.64,1.91,1.99,13.16,2.053,0.046,True
1654739257,-8.772,55.03,100.0,400.0,13209,20169,939.634,1.9,1.97,13.05,2.0340000000000003,0.046,True
1654739258,-8.77,55.15,94.0,400.0,13212,20170,939.63,1.87,1.95,12.9,2.011,0.045,True
1654739259,-8.767000000000001,55.24,100.0,400.0,13215,20172,939.629,1.9,1.98,13.11,2.044,0.046,True
1654739260,-8.765,55.32,97.0,400.0,13212,20175,939.632,1.92,1.99,13.19,2.056,0.046,True
1654739261,-8.763,55.41,0.0,400.0,13207,20157,939.63,1.93,2.01,13.3,2.074,0.047,True
1654739262,-8.761000000000001,55.48,104.0,400.0,13212,20164,939.624,1.99,2.07,13.72,2.139,0.048,True
1654739263,-8.759,55.56,103.0,400.0,13209,20167,939.623,2.03,2.1,13.94,2.174,0.049,True
1654739264,-8.756,55.61,101.0,400.0,13205,20168,939.629,2.05,2.13,14.11,2.2,0.05,True
1654739265,-8.754,55.69,101.0,400.0,13212,20161,939.621,2.03,2.11,13.99,2.181,0.049,True
1654739266,-8.752,55.72,104.0,400.0,13205,20160,939.634,1.99,2.06,13.67,2.131,0.048,True
1654739267,-8.75,55.78,110.0,400.0,13217,20163,939.637,1.99,2.07,13.73,2.14,0.048,True
1654739268,-8.747,55.85,99.0,400.0,13213,20169,939.637,1.95,2.03,13.43,2.094,0.047,True
1654739269,-8.745,55.88,105.0,400.0,13206,20157,939.633,1.91,1.99,13.18,2.055,0.046,True
1654739270,-8.743,55.94,109.0,400.0,13211,20155,939.623,1.89,1.96,13.0,2.027,0.046,True
1654739271,-8.741,56.04,87.0,400.0,13227,20195,939.616,1.89,1.96,13.0,2.027,0.046,True
1654739272,-8.738,55.45,87.0,400.0,13225,20182,939.613,1.89,1.97,13.02,2.03,0.046,True
1654739273,-8.736,54.65,82.0,400.0,13230,20194,939.611,1.92,2.0,13.25,2.066,0.047,True
1654739274,-8.734,53.87,91.0,400.0,13221,20182,939.624,1.92,2.0,13.23,2.064,0.047,True
1654739275,-8.732000000000001,53.2,86.0,400.0,13227,20177,939.625,1.97,2.05,13.55,2.113,0.048,True
1654739276,-8.729,52.63,97.0,400.0,13218,20177,939.637,1.98,2.06,13.64,0.0,0.048,True
1654739277,-8.727,52.14,93.0,400.0,13219,20182,939.64,1.97,2.04,13.53,2.11,0.048,True
1654739278,-8.725,51.73,80.0,400.0,13223,20176,939.64,1.94,2.02,13.37,2.085,0.047,True
1654739279,-8.722000000000001,51.34,92.0,400.0,13216,20176,939.643,1.94,2.02,13.36,2.084,0.047,True
1654739280,-8.72,51.06,97.0,400.0,13214,20165,939.653,1.95,2.02,13.39,2.088,0.047,True
1654739281,-8.718,50.8,101.0,400.0,13215,20163,939.658,2.02,2.1,13.9,2.167,0.049,True
1654739282,-8.715,50.58,98.0,400.0,13212,20173,939.663,2.05,2.13,14.13,2.204,0.05,True
1654739283,-8.713,50.41,95.0,400.0,13212,20164,939.68,2.12,2.2,14.59,2.275,0.051,True
1654739284,-8.711,50.21,107.0,400.0,13209,20165,939.687,2.13,2.21,14.67,2.287,0.052,True
1654739285,-8.709,50.09,103.0,400.0,13207,20163,939.679,2.1,2.18,14.42,2.249,0.051,True
1654739286,-8.706,49.95,104.0,400.0,13214,20164,939.672,2.06,2.14,14.2,2.214,0.05,True
1654739287,-8.704,49.86,96.0,400.0,13213,20166,939.685,2.0,2.08,13.76,2.145,0.048,True
1654739288,-8.702,49.76,112.0,400.0,13205,20155,939.673,1.96,2.04,13.5,2.105,0.048,True
1654739289,-8.699,49.63,103.0,400.0,13213,20165,939.679,1.94,2.02,13.37,2.085,0.047,True
1654739290,-8.697000000000001,49.57,113.0,400.0,13211,20169,939.673,1.95,2.03,13.44,2.096,0.047,True
1654739291,-8.695,49.47,105.0,400.0,13214,20158,939.674,1.98,2.06,13.62,2.124,0.048,True
1654739292,-8.692,49.43,120.0,400.0,13206,20150,939.666,2.03,2.11,13.97,2.1790000000000003,0.049,True
1654739293,-8.69,49.35,110.0,400.0,13206,20152,939.667,2.04,2.12,14.05,2.19,0.049,True
1654739294,-8.687999999999999,49.33,103.0,400.0,13203,20161,939.685,2.06,2.14,14.16,2.208,0.05,True
1654739295,-8.685,49.26,105.0,400.0,13206,20165,939.686,2.07,2.15,14.23,2.219,0.05,True
1654739296,-8.683,49.2,104.0,400.0,13211,20164,939.69,2.1,2.18,14.46,2.256,0.051,True
1654739297,-8.68,49.17,109.0,400.0,13206,20156,939.69,2.11,2.19,14.51,2.263,0.051,True
1654739298,-8.677999999999999,49.11,107.0,400.0,13207,20155,939.683,2.09,2.18,14.42,2.248,0.051,True
1654739299,-8.676,49.1,107.0,400.0,13203,20155,939.685,2.09,2.17,14.39,2.245,0.051,True
1654739300,-8.673,49.03,106.0,400.0,13206,20163,939.675,2.08,2.16,14.29,2.228,0.05,True
1654739301,-8.671,48.93,137.0,400.0,13191,20128,939.673,2.07,2.15,14.27,2.225,0.05,True
1654739302,-8.669,49.47,136.0,400.0,13189,20135,939.684,2.04,2.12,14.07,2.195,0.05,True
1654739303,-8.666,50.26,140.0,400.0,13190,20127,939.679,2.03,2.11,13.98,2.1790000000000003,0.049,True
1654739304,-8.664,50.96,137.0,400.0,13188,20131,939.685,2.0,2.08,13.78,2.148,0.049,True
1654739305,-8.661,51.64,131.0,400.0,13198,20142,939.695,2.01,2.09,13.83,2.157,0.049,True
1654739306,-8.658999999999999,52.18,114.0,400.0,13196,20141,939.692,2.03,2.11,14.0,2.1830000000000003,0.049,True
1654739307,-8.657,52.65,128.0,400.0,13191,20143,939.686,2.03,2.11,14.0,2.1830000000000003,0.049,True
1654739308,-8.654,53.03,128.0,400.0,13192,20139,939.687,2.0,2.08,13.75,2.144,0.048,True
1654739309,-8.652000000000001,53.41,131.0,400.0,13195,20133,939.686,1.98,2.06,13.64,2.127,0.048,True
1654739310,-8.649,53.69,127.0,400.0,13197,20139,939.675,1.98,2.06,13.61,2.123,0.048,True
1654739311,-8.647,53.93,124.0,400.0,13195,20147,939.675,1.97,2.04,13.53,2.111,0.048,True
1654739312,-8.645,54.12,124.0,400.0,13200,20146,939.663,1.97,2.04,13.53,2.11,0.048,True
1654739313,-8.642000000000001,54.32,128.0,400.0,13199,20142,939.665,1.95,2.03,13.44,2.096,0.047,True
1654739314,-8.64,54.49,132.0,400.0,13191,20130,939.664,1.96,2.03,13.46,2.099,0.047,True
1654739315,-8.637,54.66,128.0,400.0,13199,20145,939.67,1.97,2.04,13.54,2.111,0.048,True
1654739316,-8.635,54.75,128.0,400.0,13197,20136,939.673,1.98,2.05,13.59,2.12,0.048,True
1654739317,-8.632,54.9,121.0,400.0,13203,20148,939.663,1.97,2.04,13.53,2.109,0.048,True
1654739318,-8.63,55.01,125.0,400.0,13195,20146,939.661,1.95,2.03,13.43,2.094,0.047,True
1654739319,-8.628,55.14,131.0,400.0,13202,20141,939.67,1.89,1.97,13.02,2.03,0.046,True
1654739320,-8.625,55.19,130.0,400.0,13190,20140,939.675,1.85,1.92,12.72,1.984,0.045,True
1654739321,-8.623,55.26,134.0,400.0,13192,20131,939.669,1.8,1.87,12.37,1.929,0.044,True
1654739322,-8.62,55.33,122.0,400.0,13203,20146,939.664,1.77,1.84,12.18,1.899,0.043,True
1654739323,-8.618,55.42,128.0,400.0,13191,20135,939.654,1.73,1.8,11.9,1.856,0.042,True
1654739324,-8.615,55.52,132.0,400.0,13195,20143,939.659,1.73,1.8,11.9,1.855,0.042,True
1654739325,-8.613,55.54,136.0,400.0,13198,20136,939.661,1.71,1.78,11.8,1.84,0.042,True
1654739326,-8.61,55.6,128.0,400.0,13200,20141,939.668,1.69,1.76,11.66,1.819,0.0409999999999999,True
1654739327,-8.607999999999999,55.64,134.0,400.0,13190,20130,939.657,1.65,1.71,11.34,1.768,0.04,True
